"Code","Name","Latitude","Longitude","No_Observed","Number_By_Party_Hours","year","bird"
"TXBB","Bastrop-Buescher State Parks",30.0866,-97.2484,"8",0.0769,"1986","SHC"
"FLBA","Bradenton",27.501,-82.5631,"7",0.0927,"1986","SHC"
"FL1B","Singing Forest",28.7833,-82.2833,"7",0.3139,"1986","SHC"
"ALEU","Eufaula N.W.R.",31.9939,-85.0886,"7",0.1346,"1986","SHC"
"FL0V","South Brevard County",27.8667,-80.5667,"5",0.0588,"1986","SHC"
"FLLA","Lakeland",28.0261,-81.8507,"5",0.0412,"1986","SHC"
"FLTA","Tampa",28.0107,-82.4595,"4",0.0342,"1986","SHC"
"TXPA","Port Aransas",27.8502,-97.1,"3",0.0714,"1986","SHC"
"TXBN","Burnet County",30.7514,-98.275,"3",0.0414,"1986","SHC"
"TXHO","Houston",29.7497,-94.9492,"2",0.0247,"1986","SHC"
"GAAB","Albany",31.4333,-84.4167,"2",0.117,"1986","SHC"
"CALL","Lost Lake-Fresno",36.95,-119.7,"2",0.0256,"1986","SHC"
"FL0K","Boca Grande",26.75,-82.2667,"2",0.0909,"1986","SHC"
"FLFM","Fort Myers",26.5551,-81.9906,"2",0.0318,"1986","SHC"
"BCCH","Chilliwack",49.1113,-121.9436,"2",0.0317,"1986","SHC"
"OHWH","Western Hamilton County",39.2065,-84.6361,"1",0.0077,"1986","SHC"
"ONPP","Point Pelee",42.0186,-82.5265,"1",0.0077,"1986","SHC"
"INLM","Lake Monroe",39.0152,-86.3984,"1",0.0189,"1986","SHC"
"TNCH","Chattanooga",35.104,-85.2292,"1",0.0091,"1986","SHC"
"FLSM","St. Marks",30.1536,-84.2227,"1",0.0122,"1986","SHC"
"AZNO","Nogales",31.4338,-110.9358,"1",0.0156,"1986","SHC"
"TXCS","College Station",30.593,-96.3175,"1",0.0117,"1986","SHC"
"IN1C","Posey County",37.8833,-87.95,"1",0.0245,"1986","SHC"
"WISP","Stevens Point",44.5243,-89.5688,"1",0.0182,"1986","SHC"
"NJCM","Cape May",39.0123,-74.8778,"1",0.0054,"1986","SHC"
"NMAL","Albuquerque",35.1833,-106.6167,"1",0.0182,"1986","SHC"
"NMBD","Bosque del Apache N.W.R.",33.8051,-106.8907,"12800",350.6849,"1988","SHC"
"CAST","Stockton",38.116,-121.3954,"8986",73.6557,"1988","SHC"
"TXBS","Big Spring",32.2391,-101.4162,"5452",209.6923,"1988","SHC"
"NMRO","Roswell",33.397,-104.3983,"4510",55.679,"1988","SHC"
"CACP","Carrizo Plain",35.25,-119.85,"4480",109.2683,"1988","SHC"
"TXMU","Muleshoe N.W.R.",33.9563,-102.7783,"4100",122.3881,"1988","SHC"
"TXCC","Corpus Christi",27.8334,-97.5833,"3523",31.7387,"1988","SHC"
"TXFR","Freeport",29.0172,-95.3551,"2724",7.3921,"1988","SHC"
"TX13","Laguna Atascosa N.W.R.",26.2333,-97.35,"1888",26.2222,"1988","SHC"
"TXSN","Stanton",32.0833,-101.7,"1801",85.7619,"1988","SHC"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"1377",18.7347,"1988","SHC"
"TXLS","La Sal Vieja",26.4849,-97.9649,"1366",24.6126,"1988","SHC"
"FLGA","Gainesville",29.6027,-82.3127,"1279",7.7515,"1988","SHC"
"TXVI","Victoria",28.8723,-97.0784,"956",16.7719,"1988","SHC"
"NMCA","Caballo",32.953,-107.3122,"700",13.8614,"1988","SHC"
"CACW","Caswell-Westley",37.6061,-121.174,"606",10.1,"1988","SHC"
"TXMI","Midland",31.95,-102.0333,"587",9.0308,"1988","SHC"
"CAPV","Peace Valley",39.1982,-121.8219,"557",6.5529,"1988","SHC"
"FLLP","Lake Placid",27.2601,-81.3441,"485",6.4667,"1988","SHC"
"TXBZ","Brazos Bend",29.3734,-95.6688,"429",3.605,"1988","SHC"
"NMGR","Gila River",32.9152,-108.584,"405",9.6429,"1988","SHC"
"TXKI","Kingsville",27.4658,-97.8551,"368",6.4,"1988","SHC"
"CACO","Chico",39.722,-121.8238,"365",4.966,"1988","SHC"
"TXBR","Brazoria-Columbia Bottomlands",29.1521,-95.5657,"358",2.3867,"1988","SHC"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"296",4.3529,"1988","SHC"
"ORSI","Sauvie Island",45.7562,-122.8008,"252",2.7845,"1988","SHC"
"TXAP","Attwater Prairie Chicken N.W.R.",29.6344,-96.3667,"244",2.1689,"1988","SHC"
"CASM","Sacramento",38.6,-121.55,"219",1.059,"1988","SHC"
"TXQU","Quitaque",34.4346,-101.0739,"211",8.2745,"1988","SHC"
"FLKV","Kissimmee Valley",28.2062,-81.3936,"180",2.6866,"1988","SHC"
"TXCF","Corpus Christi (Flour Bluff)",27.6584,-97.2938,"176",1.5884,"1988","SHC"
"TX0T","Buffalo Lake N.W.R.",34.8667,-102.1333,"160",20,"1988","SHC"
"TX1E","Padre Island National Seashore",27.3333,-97.3333,"157",5.0974,"1988","SHC"
"GAOK","Okefenokee N.W.R.",30.8001,-82.1333,"148",4.7588,"1988","SHC"
"FLMR","Myakka River S.P.",27.233,-82.236,"118",1.1649,"1988","SHC"
"FLEC","Econlockhatchee",28.7094,-81.1467,"103",0.9115,"1988","SHC"
"FLCO","Cocoa",28.3622,-80.7026,"85",0.6391,"1988","SHC"
"FLSR","Sarasota",27.2841,-82.4976,"72",0.7059,"1988","SHC"
"TNCV","Cookeville",36.1448,-85.4747,"69",1.7876,"1988","SHC"
"FL0L","Ortona, Glades County",26.8667,-81.3167,"68",1.5281,"1988","SHC"
"TXPM","Palmetto S.P.",29.5833,-97.5833,"54",0.9474,"1988","SHC"
"OKWM","Wichita Mountains Wildlife Refuge",34.7333,-98.6667,"52",0.9204,"1988","SHC"
"OKWA","Washita N.W.R.",35.6495,-99.2797,"48",1.2,"1988","SHC"
"FLFP","Fort Pierce",27.4177,-80.3828,"42",0.4098,"1988","SHC"
"TXST","San Antonio",29.3148,-98.608,"40",0.2073,"1988","SHC"
"FLWV","West Volusia County",29.0543,-81.3039,"39",0.6132,"1988","SHC"
"MSJC","Jackson County",30.4366,-88.7119,"37",0.5401,"1988","SHC"
"FLVE","Venice-Englewood",27.0048,-82.3793,"35",0.3241,"1988","SHC"
"FLBO","Brooksville",28.548,-82.3245,"34",0.3908,"1988","SHC"
"FLLW","Lake Wales",27.8939,-81.5189,"32",0.3404,"1988","SHC"
"CALW","LaGrange-Waterford",37.6531,-120.5876,"30",0.5172,"1988","SHC"
"FLST","Stuart",27.2121,-80.2624,"29",0.2302,"1988","SHC"
"TNHI","Hiwassee",35.3655,-84.92,"26",0.3023,"1988","SHC"
"CARB","Red Bluff",40.2074,-122.2117,"25",0.3521,"1988","SHC"
"NMAL","Albuquerque",35.1833,-106.6167,"24",0.4528,"1988","SHC"
"MXRC","Rio Corona, Tamaulipas, Mexico",23.9333,-98.9333,"24",0.3582,"1988","SHC"
"FLPR","Peace River",26.9243,-82.0474,"23",0.3966,"1988","SHC"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"20",0.2721,"1988","SHC"
"TXCY","Cypress Creek",29.9561,-95.89,"16",0.1711,"1988","SHC"
"GASC","St. Catherines Island",31.6351,-81.1226,"15",0.208,"1988","SHC"
"UTDJ","Dinosaur N.M.-Jensen",40.3698,-109.3456,"14",1.3333,"1988","SHC"
"FL13","New Port Richey",28.25,-82.7,"12",0.2,"1988","SHC"
"FL0V","South Brevard County",27.8667,-80.5667,"12",0.1429,"1988","SHC"
"FLCS","Corkscrew Swamp Sanctuary",26.3666,-81.5217,"12",0.1437,"1988","SHC"
"CALS","Los Baños",37.0612,-120.8849,"10",0.2198,"1988","SHC"
"FLLA","Lakeland",28.0261,-81.8507,"10",0.0803,"1988","SHC"
"NMLV","Las Vegas",35.595,-105.2152,"9",0.45,"1988","SHC"
"FLTA","Tampa",28.0107,-82.4595,"8",0.0771,"1988","SHC"
"TXPA","Port Aransas",27.8502,-97.1,"7",0.1115,"1988","SHC"
"TX1G","Alice",27.7167,-98.1333,"7",0.5385,"1988","SHC"
"TXBA","Balmorhea",30.9858,-103.7459,"7",0.25,"1988","SHC"
"FLZE","Zellwood-Mount Dora",28.7309,-81.6062,"6",0.1053,"1988","SHC"
"TXCT","Coastal Tip",26.0278,-97.2334,"6",0.1408,"1988","SHC"
"GAAB","Albany",31.4333,-84.4167,"6",0.1546,"1988","SHC"
"FLNP","North Pinellas",28.0672,-82.7388,"6",0.0741,"1988","SHC"
"NMSE","Sevilleta N.W.R.",34.3167,-106.95,"6",0.3636,"1988","SHC"
"FLWP","West Palm Beach",26.5672,-80.127,"5",0.049,"1988","SHC"
"INLA","Lafayette",40.4605,-86.9157,"4",0.0309,"1988","SHC"
"CAOR","Oroville",39.5178,-121.5499,"3",0.0667,"1988","SHC"
"TX0M","Lubbock County",33.55,-101.75,"3",0.0723,"1988","SHC"
"TXAU","Austin",30.1834,-97.698,"3",0.0179,"1988","SHC"
"ALEU","Eufaula N.W.R.",31.9939,-85.0886,"3",0.0938,"1988","SHC"
"TXHO","Houston",29.7497,-94.9492,"3",0.0058,"1988","SHC"
"TXAZ","Anzalduas-Bentsen",26.2235,-98.3944,"3",0.0566,"1988","SHC"
"FL1B","Singing Forest",28.7833,-82.2833,"2",0.0625,"1988","SHC"
"FLBA","Bradenton",27.501,-82.5631,"2",0.028,"1988","SHC"
"IASL","Spirit Lake",43.4226,-95.1023,"2",0.0408,"1988","SHC"
"AZPO","Portal",31.9009,-109.1364,"2",0.0233,"1988","SHC"
"FLFM","Fort Myers",26.5551,-81.9906,"1",0.0118,"1988","SHC"
"TXAB","Abilene",32.3501,-99.7502,"1",0.0233,"1988","SHC"
"MDSE","Seneca",39.0671,-77.3285,"1",0.0032,"1988","SHC"
"IDRU","Rupert",42.6167,-113.65,"1",0.036,"1988","SHC"
"TNBR","Buffalo River",35.3001,-87.4573,"1",0.0256,"1988","SHC"
"OKSP","Salt Plains N.W.R.",36.785,-98.1789,"1",0.0263,"1988","SHC"
"KSDC","Dodge City",37.7777,-100.01,"1",0.0308,"1988","SHC"
"IASR","Saylorville Reservoir",41.8038,-93.7562,"1",0.0099,"1988","SHC"
"TXGA","Galveston",29.3333,-94.8333,"1",0.0093,"1988","SHC"
"COFC","Fort Collins",40.6454,-105.1141,"1",0.0127,"1988","SHC"
"CAMS","Mount Shasta",41.5342,-122.4141,"1",0.0167,"1988","SHC"
"TNME","Memphis",35.15,-89.9333,"cw",0,"1988","SHC"
"TXBN","Burnet County",30.7514,-98.275,"cw",0,"1988","SHC"
"NM0Q","Peloncillo Mountains",31.7333,-109,"cw",0,"1988","SHC"
"BCLA","Ladner",49.0538,-123.0573,"cw",0,"1988","SHC"
"TNCH","Chattanooga",35.104,-85.2292,"cw",0,"1988","SHC"
"NYOO","Oak Orchard Swamp",43.1517,-78.3904,"cw",0,"1988","SHC"
"NMBD","Bosque del Apache N.W.R.",33.8051,-106.8907,"17200",435.443,"1989","SHC"
"TXSN","Stanton",32.0833,-101.7,"14120",641.8182,"1989","SHC"
"TXBS","Big Spring",32.2391,-101.4162,"10783",269.575,"1989","SHC"
"CAST","Stockton",38.116,-121.3954,"8480",67.3016,"1989","SHC"
"TXLS","La Sal Vieja",26.4849,-97.9649,"3957",55.3427,"1989","SHC"
"TXFR","Freeport",29.0172,-95.3551,"3721",9.2677,"1989","SHC"
"TXMU","Muleshoe N.W.R.",33.9563,-102.7783,"3500",175,"1989","SHC"
"NMRO","Roswell",33.397,-104.3983,"3290",50.6154,"1989","SHC"
"TXMI","Midland",31.95,-102.0333,"3235",54.8305,"1989","SHC"
"FLGA","Gainesville",29.6027,-82.3127,"2552",13.5745,"1989","SHC"
"TXCC","Corpus Christi",27.8334,-97.5833,"2535",23.6916,"1989","SHC"
"CACW","Caswell-Westley",37.6061,-121.174,"837",13.5,"1989","SHC"
"CALS","Los Baños",37.0612,-120.8849,"668",11.1333,"1989","SHC"
"OKSP","Salt Plains N.W.R.",36.785,-98.1789,"634",13.2083,"1989","SHC"
"NMCA","Caballo",32.953,-107.3122,"563",9.3833,"1989","SHC"
"FLLP","Lake Placid",27.2601,-81.3441,"560",5.5446,"1989","SHC"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"512",10.0392,"1989","SHC"
"CACP","Carrizo Plain",35.25,-119.85,"478",11.6585,"1989","SHC"
"TXAP","Attwater Prairie Chicken N.W.R.",29.6344,-96.3667,"410",4.5759,"1989","SHC"
"CAPV","Peace Valley",39.1982,-121.8219,"408",6.0444,"1989","SHC"
"TXBZ","Brazos Bend",29.3734,-95.6688,"376",3.1074,"1989","SHC"
"TXBR","Brazoria-Columbia Bottomlands",29.1521,-95.5657,"348",4.0941,"1989","SHC"
"ORSI","Sauvie Island",45.7562,-122.8008,"346",3.6421,"1989","SHC"
"FLKV","Kissimmee Valley",28.2062,-81.3936,"300",5.8824,"1989","SHC"
"GAOK","Okefenokee N.W.R.",30.8001,-82.1333,"272",12.77,"1989","SHC"
"TXVI","Victoria",28.8723,-97.0784,"244",3.461,"1989","SHC"
"TXKI","Kingsville",27.4658,-97.8551,"199",4.0612,"1989","SHC"
"TX13","Laguna Atascosa N.W.R.",26.2333,-97.35,"181",1.547,"1989","SHC"
"FL0L","Ortona, Glades County",26.8667,-81.3167,"148",3.1489,"1989","SHC"
"GAPC","Peachtree City",33.3468,-84.6231,"145",2.2205,"1989","SHC"
"TX1E","Padre Island National Seashore",27.3333,-97.3333,"143",5.8848,"1989","SHC"
"TXPA","Port Aransas",27.8502,-97.1,"141",1.5326,"1989","SHC"
"FLEP","East Pasco",28.3103,-82.2374,"127",3.0976,"1989","SHC"
"NMAL","Albuquerque",35.1833,-106.6167,"126",1.8394,"1989","SHC"
"FLLW","Lake Wales",27.8939,-81.5189,"121",1.3297,"1989","SHC"
"CACO","Chico",39.722,-121.8238,"120",1.8605,"1989","SHC"
"NMGR","Gila River",32.9152,-108.584,"118",2.6222,"1989","SHC"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"115",2.0536,"1989","SHC"
"NMSE","Sevilleta N.W.R.",34.3167,-106.95,"114",2.6824,"1989","SHC"
"TXCF","Corpus Christi (Flour Bluff)",27.6584,-97.2938,"110",1.25,"1989","SHC"
"FLEC","Econlockhatchee",28.7094,-81.1467,"100",0.885,"1989","SHC"
"FLMR","Myakka River S.P.",27.233,-82.236,"97",1.1975,"1989","SHC"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"93",1.3478,"1989","SHC"
"INLM","Lake Monroe",39.0152,-86.3984,"93",1.0276,"1989","SHC"
"TXLU","Lubbock County",33.5849,-101.7925,"82",2.0098,"1989","SHC"
"TXCR","Crawford",31.556,-97.3556,"80",1.5842,"1989","SHC"
"COMV","Monte Vista N.W.R.",37.497,-106.0461,"78",9.75,"1989","SHC"
"FLWV","West Volusia County",29.0543,-81.3039,"67",1.1111,"1989","SHC"
"CARB","Red Bluff",40.2074,-122.2117,"63",0.7975,"1989","SHC"
"TNHI","Hiwassee",35.3655,-84.92,"50",0.7576,"1989","SHC"
"FLST","Stuart",27.2121,-80.2624,"49",0.4463,"1989","SHC"
"NMLV","Las Vegas",35.595,-105.2152,"48",1.92,"1989","SHC"
"TXCY","Cypress Creek",29.9561,-95.89,"44",0.7395,"1989","SHC"
"TXAU","Austin",30.1834,-97.698,"43",0.2955,"1989","SHC"
"CALW","LaGrange-Waterford",37.6531,-120.5876,"39",0.7222,"1989","SHC"
"TXOS","Osage",29.7333,-96.7167,"33",3.3,"1989","SHC"
"ALGS","Gulf Shores",30.3167,-87.6333,"31",0.1975,"1989","SHC"
"FLBO","Brooksville",28.548,-82.3245,"31",0.3212,"1989","SHC"
"FLSR","Sarasota",27.2841,-82.4976,"29",0.2944,"1989","SHC"
"MSJC","Jackson County",30.4366,-88.7119,"26",0.3768,"1989","SHC"
"TXAY","Armand Bayou",29.5498,-95.0489,"25",0.3571,"1989","SHC"
"FLCS","Corkscrew Swamp Sanctuary",26.3666,-81.5217,"22",0.192,"1989","SHC"
"FLVE","Venice-Englewood",27.0048,-82.3793,"19",0.2021,"1989","SHC"
"FLCO","Cocoa",28.3622,-80.7026,"18",0.1297,"1989","SHC"
"FL0V","South Brevard County",27.8667,-80.5667,"16",0.1905,"1989","SHC"
"NMLA","Lakes Avalon-Brantley",32.5661,-104.294,"15",0.3659,"1989","SHC"
"FLNR","West Pasco (New Port Richey)",28.2604,-82.6949,"15",0.3488,"1989","SHC"
"TXGA","Galveston",29.3333,-94.8333,"12",0.092,"1989","SHC"
"FLFP","Fort Pierce",27.4177,-80.3828,"11",0.0917,"1989","SHC"
"FLTA","Tampa",28.0107,-82.4595,"10",0.0809,"1989","SHC"
"FLBA","Bradenton",27.501,-82.5631,"9",0.0896,"1989","SHC"
"GASC","St. Catherines Island",31.6351,-81.1226,"8",0.1413,"1989","SHC"
"TXCT","Coastal Tip",26.0278,-97.2334,"7",0.1609,"1989","SHC"
"CAMS","Mount Shasta",41.5342,-122.4141,"6",0.0727,"1989","SHC"
"FLPR","Peace River",26.9243,-82.0474,"6",0.1132,"1989","SHC"
"LATR","Tensas River N.W.R.",32.2833,-91.3667,"3",0.0535,"1989","SHC"
"FLCR","Crystal River",28.8712,-82.5776,"3",0.0404,"1989","SHC"
"FLNP","North Pinellas",28.0672,-82.7388,"2",0.0206,"1989","SHC"
"TXHO","Houston",29.7497,-94.9492,"2",0.0189,"1989","SHC"
"LAPP","Pine Prairie",30.7643,-92.3765,"2",0.0417,"1989","SHC"
"FLLA","Lakeland",28.0261,-81.8507,"2",0.016,"1989","SHC"
"FL0K","Boca Grande",26.75,-82.2667,"2",0.0488,"1989","SHC"
"NVFA","Fallon",39.3965,-118.773,"2",0.0385,"1989","SHC"
"CAHL","Honey Lake",40.3434,-120.4229,"2",0.0459,"1989","SHC"
"TXSA","Santa Ana N.W.R.",26.1492,-98.1917,"2",0.0289,"1989","SHC"
"PAWL","Wild Creek-Little Gap",40.85,-75.4981,"1",0.0149,"1989","SHC"
"COPU","Pueblo",38.1753,-104.5196,"1",0.0226,"1989","SHC"
"MDSE","Seneca",39.0671,-77.3285,"1",0.0039,"1989","SHC"
"GADA","Dalton",34.7667,-84.9667,"1",0.0408,"1989","SHC"
"UTSG","St. George",37.15,-113.6,"1",0.0137,"1989","SHC"
"FLHC","Hamilton County",30.336,-82.7595,"1",0.0294,"1989","SHC"
"LA0T","Crowley",30.2,-92.6,"1",0.0118,"1989","SHC"
"SCHH","Hilton Head Island",32.2,-80.75,"cw",0,"1989","SHC"
"BCLA","Ladner",49.0538,-123.0573,"cw",0,"1989","SHC"
"INLA","Lafayette",40.4605,-86.9157,"cw",0,"1989","SHC"
"TXDR","Del Rio",29.4651,-100.9585,"cw",0,"1989","SHC"
"MSWC","Washington County (south)",33.097,-90.9857,"cw",0,"1989","SHC"
"NMBD","Bosque del Apache N.W.R.",33.8051,-106.8907,"11490",275.2096,"1990","SHC"
"TXBS","Big Spring",32.2391,-101.4162,"9474",270.6857,"1990","SHC"
"CAST","Stockton",38.116,-121.3954,"8918",74.3167,"1990","SHC"
"TXSN","Stanton",32.0833,-101.7,"6710",838.75,"1990","SHC"
"NMRO","Roswell",33.397,-104.3983,"6699",93.6923,"1990","SHC"
"TXLS","La Sal Vieja",26.4849,-97.9649,"5988",88.0588,"1990","SHC"
"TXMU","Muleshoe N.W.R.",33.9563,-102.7783,"4800",282.3529,"1990","SHC"
"TXBZ","Brazos Bend",29.3734,-95.6688,"2180",20,"1990","SHC"
"CACW","Caswell-Westley",37.6061,-121.174,"2015",35.9821,"1990","SHC"
"TXCC","Corpus Christi",27.8334,-97.5833,"1268",10.931,"1990","SHC"
"TXFR","Freeport",29.0172,-95.3551,"1147",3.1042,"1990","SHC"
"KSQU","Quivira N.W.R.",38.15,-98.4833,"1083",42.4706,"1990","SHC"
"NMCA","Caballo",32.953,-107.3122,"1041",16.7903,"1990","SHC"
"TXBR","Brazoria-Columbia Bottomlands",29.1521,-95.5657,"1034",7.4388,"1990","SHC"
"FLGA","Gainesville",29.6027,-82.3127,"867",4.6613,"1990","SHC"
"FLLP","Lake Placid",27.2601,-81.3441,"860",8.2692,"1990","SHC"
"TXKI","Kingsville",27.4658,-97.8551,"784",14.5185,"1990","SHC"
"TXCH","Cedar Hill",32.6167,-97,"608",10.2616,"1990","SHC"
"TXMI","Midland",31.95,-102.0333,"566",10.1071,"1990","SHC"
"FLKV","Kissimmee Valley",28.2062,-81.3936,"545",8.5827,"1990","SHC"
"TXAR","Aransas N.W.R.",28.2333,-96.8833,"450",3.9387,"1990","SHC"
"GAAL","Atlanta",33.9667,-84.6667,"424",2.9496,"1990","SHC"
"TXVI","Victoria",28.8723,-97.0784,"401",7.2909,"1990","SHC"
"CAPV","Peace Valley",39.1982,-121.8219,"355",5.7258,"1990","SHC"
"TXAP","Attwater Prairie Chicken N.W.R.",29.6344,-96.3667,"333",2.8707,"1990","SHC"
"TX13","Laguna Atascosa N.W.R.",26.2333,-97.35,"310",3.9617,"1990","SHC"
"CALS","Los Baños",37.0612,-120.8849,"273",6.2045,"1990","SHC"
"TXCY","Cypress Creek",29.9561,-95.89,"228",2.3265,"1990","SHC"
"TXSB","San Bernard N.W.R.",28.8667,-95.5667,"213",1.4589,"1990","SHC"
"TNHI","Hiwassee",35.3655,-84.92,"183",2.3462,"1990","SHC"
"FLMR","Myakka River S.P.",27.233,-82.236,"183",2.2593,"1990","SHC"
"NMAL","Albuquerque",35.1833,-106.6167,"169",2.4493,"1990","SHC"
"GAOK","Okefenokee N.W.R.",30.8001,-82.1333,"169",3.5957,"1990","SHC"
"FLLW","Lake Wales",27.8939,-81.5189,"154",1.2174,"1990","SHC"
"TXWW","Welder Wildlife Refuge",28.1136,-97.4171,"148",2.0068,"1990","SHC"
"FLEP","East Pasco",28.3103,-82.2374,"123",2.0672,"1990","SHC"
"NMLC","Las Cruces",32.3,-106.7167,"111",1.5857,"1990","SHC"
"MIWA","Waterloo State Recreation Area",42.3245,-84.2097,"86",1.6226,"1990","SHC"
"FLME","Melrose",29.748,-81.9929,"83",1.6117,"1990","SHC"
"FLCO","Cocoa",28.3622,-80.7026,"79",0.6781,"1990","SHC"
"NMSE","Sevilleta N.W.R.",34.3167,-106.95,"77",1.7111,"1990","SHC"
"TXCF","Corpus Christi (Flour Bluff)",27.6584,-97.2938,"76",0.7896,"1990","SHC"
"NMLV","Las Vegas",35.595,-105.2152,"55",6.875,"1990","SHC"
"TNCH","Chattanooga",35.104,-85.2292,"50",0.5291,"1990","SHC"
"GACH","Chattahoochee National Forest Songbird M.A.",34.8775,-84.6474,"50",1.6667,"1990","SHC"
"TXGA","Galveston",29.3333,-94.8333,"50",0.4902,"1990","SHC"
"CASM","Sacramento",38.6,-121.55,"48",0.2409,"1990","SHC"
"FLSR","Sarasota",27.2841,-82.4976,"40",0.3587,"1990","SHC"
"FLEC","Econlockhatchee",28.7094,-81.1467,"40",0.2963,"1990","SHC"
"TXBF","Buffalo Bayou",29.7715,-95.5699,"37",0.8409,"1990","SHC"
"FLST","Stuart",27.2121,-80.2624,"33",0.2196,"1990","SHC"
"FLWV","West Volusia County",29.0543,-81.3039,"31",0.498,"1990","SHC"
"TXPM","Palmetto S.P.",29.5833,-97.5833,"31",0.4921,"1990","SHC"
"ALGS","Gulf Shores",30.3167,-87.6333,"27",0.1492,"1990","SHC"
"AZPO","Portal",31.9009,-109.1364,"27",0.1765,"1990","SHC"
"FLBO","Brooksville",28.548,-82.3245,"26",0.3095,"1990","SHC"
"ORSI","Sauvie Island",45.7562,-122.8008,"25",0.3289,"1990","SHC"
"ALEU","Eufaula N.W.R.",31.9939,-85.0886,"24",0.6857,"1990","SHC"
"FLFP","Fort Pierce",27.4177,-80.3828,"23",0.1691,"1990","SHC"
"CARB","Red Bluff",40.2074,-122.2117,"22",0.3235,"1990","SHC"
"MSJC","Jackson County",30.4366,-88.7119,"21",0.3818,"1990","SHC"
"FLVE","Venice-Englewood",27.0048,-82.3793,"21",0.1628,"1990","SHC"
"FLPR","Peace River",26.9243,-82.0474,"19",0.1387,"1990","SHC"
"TXQU","Quitaque",34.4346,-101.0739,"15",0.625,"1990","SHC"
"FLNR","West Pasco (New Port Richey)",28.2604,-82.6949,"12",0.2581,"1990","SHC"
"TXBP","Bolivar Peninsula",29.5504,-94.4668,"12",0.1364,"1990","SHC"
"FLCS","Corkscrew Swamp Sanctuary",26.3666,-81.5217,"11",0.1257,"1990","SHC"
"FLTA","Tampa",28.0107,-82.4595,"11",0.0948,"1990","SHC"
"FL0V","South Brevard County",27.8667,-80.5667,"9",0.0865,"1990","SHC"
"FLLA","Lakeland",28.0261,-81.8507,"8",0.0618,"1990","SHC"
"GASC","St. Catherines Island",31.6351,-81.1226,"8",0.1067,"1990","SHC"
"TXAY","Armand Bayou",29.5498,-95.0489,"7",0.1094,"1990","SHC"
"TXCT","Coastal Tip",26.0278,-97.2334,"7",0.2642,"1990","SHC"
"TXHO","Houston",29.7497,-94.9492,"7",0.0354,"1990","SHC"
"CALW","LaGrange-Waterford",37.6531,-120.5876,"6",0.0882,"1990","SHC"
"COGJ","Grand Junction",39.1208,-108.6081,"5",0.0403,"1990","SHC"
"TXPA","Port Aransas",27.8502,-97.1,"5",0.0545,"1990","SHC"
"WABG","Bellingham",48.8112,-122.5629,"4",0.0209,"1990","SHC"
"FLNP","North Pinellas",28.0672,-82.7388,"4",0.0357,"1990","SHC"
"FLTH","Tallahassee",30.5291,-84.2364,"3",0.0314,"1990","SHC"
"GAAB","Albany",31.4333,-84.4167,"3",0.1053,"1990","SHC"
"FLZE","Zellwood-Mount Dora",28.7309,-81.6062,"3",0.0606,"1990","SHC"
"NVTM","Truckee Meadows",39.4679,-119.8205,"3",0.0453,"1990","SHC"
"TXCA","Caddo National Grasslands",33.7405,-96.0024,"3",0.0451,"1990","SHC"
"TXBO","Boerne",29.8666,-98.7901,"2",0.0548,"1990","SHC"
"NVFA","Fallon",39.3965,-118.773,"2",0.0444,"1990","SHC"
"CACP","Carrizo Plain",35.25,-119.85,"2",0.0606,"1990","SHC"
"TXAU","Austin",30.1834,-97.698,"2",0.0123,"1990","SHC"
"MOML","Montrose Lake Wildlife Area",38.2521,-93.8217,"2",0.028,"1990","SHC"
"CAMS","Mount Shasta",41.5342,-122.4141,"2",0.0351,"1990","SHC"
"NJCC","Cumberland County",39.3325,-75.2004,"2",0.011,"1990","SHC"
"TXCR","Crawford",31.556,-97.3556,"2",0.0299,"1990","SHC"
"NM0Q","Peloncillo Mountains",31.7333,-109,"2",0.0331,"1990","SHC"
"FLCR","Crystal River",28.8712,-82.5776,"2",0.0248,"1990","SHC"
"CASH","Salton Sea (north)",33.5179,-116.1031,"1",0.0153,"1990","SHC"
"COMV","Monte Vista N.W.R.",37.497,-106.0461,"1",0.0519,"1990","SHC"
"INNL","Northeast LaPorte County",41.6776,-86.6684,"1",0.0404,"1990","SHC"
"WYSV","Star Valley",42.8492,-110.9839,"1",0.0345,"1990","SHC"
"TNBR","Buffalo River",35.3001,-87.4573,"1",0.0282,"1990","SHC"
"OHGL","Grand Lake-St. Marys",40.5168,-84.5,"1",0.0263,"1990","SHC"
"MDSE","Seneca",39.0671,-77.3285,"1",0.0027,"1990","SHC"
"TXAM","Amarillo",34.9851,-101.7021,"cw",0,"1990","SHC"
"MAQU","Quincy",42.2167,-70.9333,"cw",0,"1990","SHC"
"CAHL","Honey Lake",40.3434,-120.4229,"cw",0,"1990","SHC"
"TNCV","Cookeville",36.1448,-85.4747,"cw",0,"1990","SHC"
"TXLU","Lubbock County",33.5849,-101.7925,"cw",0,"1990","SHC"
"GADA","Dalton",34.7667,-84.9667,"cw",0,"1990","SHC"
